emancipation-nn' emancipate-vb'
phoner-nn' phone-vb'
winnow-nn' winnow-vb'
foul-up-nn' foul-up-vb'
extinguisher-nn' extinguish-vb'
menstruation-nn' menstruate-vb'
television-nn' televise-vb'
connexion-nn' connect-vb'
confederate-nn' confederate-vb'
crenellation-nn' crenellate-vb'
savior-nn' save-vb'
parrot-nn' parrot-vb'
symmetry-nn' symmetrize-vb'
symmetry-nn' symmetrise-vb'
reprinting-nn' reprint-vb'
grin-nn' grin-vb'
sightseer-nn' sightsee-vb'
lacquer-nn' lacquer-vb'
contravention-nn' contravene-vb'
crapper-nn' crap-vb'
convener-nn' convene-vb'
framing-nn' frame-vb'
cash-nn' cash-vb'
ricochet-nn' ricochet-vb'
assonance-nn' assonate-vb'
preemption-nn' preempt-vb'
fuse-nn' fuse-vb'
traducer-nn' traduce-vb'
overfeeding-nn' overfeed-vb'
bother-nn' bother-vb'
transduction-nn' transduce-vb'
pole-nn' pole-vb'
covenant-nn' covenant-vb'
stopper-nn' stop-vb'
stopper-nn' stopper-vb'
image-nn' image-vb'
growler-nn' growl-vb'
hater-nn' hate-vb'
spit-nn' spit-vb'
confinement-nn' confine-vb'
diphthong-nn' diphthongize-vb'
promulgator-nn' promulgate-vb'
defaulter-nn' default-vb'
absconder-nn' abscond-vb'
bridle-nn' bridle-vb'
refrigerant-nn' refrigerate-vb'
detection-nn' detect-vb'
view-nn' view-vb'
apotheosis-nn' apotheosize-vb'
apotheosis-nn' apotheosise-vb'
lowering-nn' lower-vb'
sailor-nn' sail-vb'
asker-nn' ask-vb'
reconnaissance-nn' reconnoiter-vb'
reconnaissance-nn' reconnoitre-vb'
privatization-nn' privatize-vb'
incurrence-nn' incur-vb'
packaging-nn' package-vb'
abstention-nn' abstain-vb'
weigher-nn' weigh-vb'
connivance-nn' connive-vb'
aerosol-nn' aerosolize-vb'
aerosol-nn' aerosolise-vb'
alignment-nn' align-vb'
photocopy-nn' photocopy-vb'
premeditation-nn' premeditate-vb'
doctor-nn' doctor-vb'
hare-nn' hare-vb'
avower-nn' avow-vb'
chiseller-nn' chisel-vb'
intoxication-nn' intoxicate-vb'
emulsion-nn' emulsify-vb'
upholstery-nn' upholster-vb'
temper-nn' temper-vb'
varnish-nn' varnish-vb'
camp-nn' camp-vb'
consigner-nn' consign-vb'
finger-nn' finger-vb'
pitcher-nn' pitch-vb'
womanizer-nn' womanize-vb'
lash-nn' lash-vb'
hybridizing-nn' hybridize-vb'
dauber-nn' daub-vb'
caparison-nn' caparison-vb'
cannon-nn' cannon-vb'
improvement-nn' improve-vb'
dillydallier-nn' dillydally-vb'
collation-nn' collate-vb'
fox-nn' fox-vb'
edger-nn' edge-vb'
pose-nn' pose-vb'
systematization-nn' systematize-vb'
feather-nn' feather-vb'
americanisation-nn' americanise-vb'
rime-nn' rime-vb'
sudation-nn' sudate-vb'
sleet-nn' sleet-vb'
jerker-nn' jerk-vb'
sailplane-nn' sailplane-vb'
coordinator-nn' coordinate-vb'
hedger-nn' hedge-vb'
phosphorescence-nn' phosphoresce-vb'
suit-nn' sue-vb'
ravisher-nn' ravish-vb'
disforestation-nn' disforest-vb'
jugglery-nn' juggle-vb'
alloy-nn' alloy-vb'
shoe-nn' shoe-vb'
inoculator-nn' inoculate-vb'
sawyer-nn' saw-vb'
overwork-nn' overwork-vb'
composer-nn' compose-vb'
forbearance-nn' forbear-vb'
reign-nn' reign-vb'
normaliser-nn' normalise-vb'
coming-nn' come-vb'
rationalization-nn' rationalize-vb'
screecher-nn' screech-vb'
blame-nn' blame-vb'
lagger-nn' lag-vb'
double-nn' double-vb'
shelver-nn' shelve-vb'
developer-nn' develop-vb'
regulating-nn' regulate-vb'
walk-in-nn' walk-in-vb'
refereeing-nn' referee-vb'
relocation-nn' relocate-vb'
review-nn' review-vb'
assassination-nn' assassinate-vb'
abduction-nn' abduct-vb'
mud-nn' mud-vb'
smashing-nn' smash-vb'
complement-nn' complement-vb'
demander-nn' demand-vb'
demonisation-nn' demonise-vb'
hoarder-nn' hoard-vb'
squire-nn' squire-vb'
weight-nn' weight-vb'
modernization-nn' modernize-vb'
functioning-nn' function-vb'
crib-nn' crib-vb'
drum-nn' drum-vb'
powwow-nn' powwow-vb'
sabre-nn' sabre-vb'
aggregator-nn' aggregate-vb'
patentee-nn' patent-vb'
close-nn' close-vb'
assertion-nn' assert-vb'
resolvent-nn' resolve-vb'
style-nn' style-vb'
style-nn' stylize-vb'
colour-nn' colour-vb'
lurch-nn' lurch-vb'
contention-nn' contend-vb'
tannery-nn' tan-vb'
huffing-nn' huff-vb'
pleating-nn' pleat-vb'
nickel-nn' nickel-vb'
urbanisation-nn' urbanise-vb'
systemiser-nn' systemise-vb'
reunion-nn' reunify-vb'
reunion-nn' reunite-vb'
lord-nn' lord-vb'
surcharge-nn' surcharge-vb'
surveyor-nn' survey-vb'
jockey-nn' jockey-vb'
salute-nn' salute-vb'
frequenter-nn' frequent-vb'
asseverator-nn' asseverate-vb'
veil-nn' veil-vb'
hanger-nn' hang-vb'
osculator-nn' osculate-vb'
reconciliation-nn' reconcile-vb'
scheme-nn' scheme-vb'
scheme-nn' schematize-vb'
flirt-nn' flirt-vb'
ruggedization-nn' ruggedize-vb'
polarization-nn' polarize-vb'
folk-dance-nn' folk-dance-vb'
retaliation-nn' retaliate-vb'
authorization-nn' authorize-vb'
scribbler-nn' scribble-vb'
dislocation-nn' dislocate-vb'
railroad-nn' railroad-vb'
madrigal-nn' madrigal-vb'
abandonment-nn' abandon-vb'
crackdown-nn' crack-down-vb'
sparkle-nn' sparkle-vb'
authentication-nn' authenticate-vb'
garrotte-nn' garrotte-vb'
demoralization-nn' demoralize-vb'
liquid-nn' liquify-vb'
bench-nn' bench-vb'
ostentation-nn' ostentate-vb'
scrimmage-nn' scrimmage-vb'
pleaser-nn' please-vb'
equipage-nn' equip-vb'
slander-nn' slander-vb'
mounting-nn' mount-vb'
contest-nn' contest-vb'
soldier-nn' soldier-vb'
mystery-nn' mystify-vb'
vamp-nn' vamp-vb'
economiser-nn' economise-vb'
wheeling-nn' wheel-vb'
ostracism-nn' ostracize-vb'
ostracism-nn' ostracise-vb'
dive-nn' dive-vb'
exhibit-nn' exhibit-vb'
mizzle-nn' mizzle-vb'
register-nn' register-vb'
recapture-nn' recapture-vb'
contract-nn' contract-vb'
scrounger-nn' scrounge-vb'
puff-nn' puff-vb'
lobby-nn' lobby-vb'
deluge-nn' deluge-vb'
signing-nn' sign-vb'
mountaineer-nn' mountaineer-vb'
wear-nn' wear-vb'
weldment-nn' weld-vb'
lipstick-nn' lipstick-vb'
reprobation-nn' reprobate-vb'
supplier-nn' supply-vb'
socialising-nn' socialise-vb'
extrusion-nn' extrude-vb'
recovery-nn' recover-vb'
leader-nn' lead-vb'
climber-nn' climb-vb'
collector-nn' collect-vb'
circuit-nn' circuit-vb'
bet-nn' bet-vb'
feller-nn' fell-vb'
vent-nn' ventilate-vb'
vent-nn' vent-vb'
camphor-nn' camphorate-vb'
mop-nn' mop-vb'
chatterer-nn' chatter-vb'
wakening-nn' waken-vb'
soaking-nn' soak-vb'
believer-nn' believe-vb'
spray-nn' spray-vb'
ultracentrifugation-nn' ultracentrifuge-vb'
wink-nn' wink-vb'
rectifier-nn' rectify-vb'
massacre-nn' massacre-vb'
smelter-nn' smelt-vb'
birch-nn' birch-vb'
indorser-nn' indorse-vb'
bombardment-nn' bombard-vb'
romp-nn' romp-vb'
stylisation-nn' stylise-vb'
crane-nn' crane-vb'
grazier-nn' graze-vb'
grease-nn' grease-vb'
malingerer-nn' malinger-vb'
dockage-nn' dock-vb'
quarter-nn' quarter-vb'
affect-nn' affect-vb'
whisper-nn' whisper-vb'
decussation-nn' decussate-vb'
condensing-nn' condense-vb'
bailor-nn' bail-vb'
stalking-nn' stalk-vb'
drumming-nn' drum-vb'
yield-nn' yield-vb'
overproduction-nn' overproduce-vb'
sympathiser-nn' sympathise-vb'
equator-nn' equate-vb'
tinkle-nn' tinkle-vb'
arbitrement-nn' arbitrate-vb'
concretion-nn' concrete-vb'
exploitation-nn' exploit-vb'
familiarisation-nn' familiarise-vb'
murmuring-nn' murmur-vb'
quadrupling-nn' quadruple-vb'
roll-nn' roll-vb'
fingerspelling-nn' fingerspell-vb'
entrenchment-nn' entrench-vb'
arriver-nn' arrive-vb'
coffin-nn' coffin-vb'
persona-nn' impersonate-vb'
persona-nn' personify-vb'
variate-nn' vary-vb'
whoop-nn' whoop-vb'
slack-nn' slack-vb'
toady-nn' toady-vb'
ration-nn' ration-vb'
ticket-nn' ticket-vb'
hypophysectomy-nn' hypophysectomise-vb'
hypophysectomy-nn' hypophysectomize-vb'
curdling-nn' curdle-vb'
spy-nn' spy-vb'
shredder-nn' shred-vb'
handcuff-nn' handcuff-vb'
conformance-nn' conform-vb'
sparring-nn' spar-vb'
involvement-nn' involve-vb'
etching-nn' etch-vb'
officer-nn' officer-vb'
jimmy-nn' jimmy-vb'
stifler-nn' stifle-vb'
preface-nn' preface-vb'
negotiation-nn' negotiate-vb'
swaggerer-nn' swagger-vb'
speaking-nn' speak-vb'
mess-up-nn' mess-up-vb'
yielding-nn' yield-vb'
concealment-nn' conceal-vb'
flooding-nn' flood-vb'
choreographer-nn' choreograph-vb'
mold-nn' mold-vb'
tweeter-nn' tweet-vb'
weed-nn' weed-vb'
sour-nn' sour-vb'
fetish-nn' fetishize-vb'
detribalization-nn' detribalize-vb'
yearner-nn' yearn-vb'
naturalisation-nn' naturalise-vb'
reinsurance-nn' reinsure-vb'
rigidifying-nn' rigidify-vb'
partition-nn' partition-vb'
stultification-nn' stultify-vb'
glacier-nn' glaciate-vb'
probation-nn' probate-vb'
healer-nn' heal-vb'
minter-nn' mint-vb'
zero-nn' zero-vb'
flatterer-nn' flatter-vb'
jewelry-nn' jewel-vb'
shrimp-nn' shrimp-vb'
plight-nn' plight-vb'
secularization-nn' secularize-vb'
interviewee-nn' interview-vb'
major-nn' major-vb'
docket-nn' docket-vb'
concurrence-nn' concur-vb'
prorogation-nn' prorogue-vb'
documentation-nn' document-vb'
vexer-nn' vex-vb'
recapitulation-nn' recapitulate-vb'
systematiser-nn' systematise-vb'
buzz-nn' buzz-vb'
designer-nn' design-vb'
snag-nn' snag-vb'
injury-nn' injure-vb'
lunger-nn' lunge-vb'
publisher-nn' publish-vb'
contour-nn' contour-vb'
extract-nn' extract-vb'
tricker-nn' trick-vb'
dodderer-nn' dodder-vb'
restoration-nn' restore-vb'
contemplation-nn' contemplate-vb'
executing-nn' execute-vb'
receipt-nn' receipt-vb'
lacing-nn' lace-vb'
swabbing-nn' swab-vb'
clank-nn' clank-vb'
glide-nn' glide-vb'
dodger-nn' dodge-vb'
pelting-nn' pelt-vb'
accentuation-nn' accentuate-vb'
instrument-nn' instrument-vb'
instrument-nn' instrumentate-vb'
honor-nn' honor-vb'
acculturation-nn' acculturate-vb'
opsonization-nn' opsonize-vb'
ogler-nn' ogle-vb'
thrill-nn' thrill-vb'
snuggle-nn' snuggle-vb'
particularisation-nn' particularise-vb'
scourge-nn' scourge-vb'
mine-nn' mine-vb'
predisposition-nn' predispose-vb'
tingle-nn' tingle-vb'
carbon-nn' carbonise-vb'
carbon-nn' carburise-vb'
carbon-nn' carburize-vb'
carbon-nn' carbonate-vb'
carbon-nn' carbonize-vb'
result-nn' result-vb'
oxidisation-nn' oxidise-vb'
scrape-nn' scrape-vb'
tool-nn' tool-vb'
slinger-nn' sling-vb'
retrospect-nn' retrospect-vb'
alleviant-nn' alleviate-vb'
voidance-nn' void-vb'
licenser-nn' license-vb'
transplant-nn' transplant-vb'
berth-nn' berth-vb'
veneer-nn' veneer-vb'
song-nn' sing-vb'
acquiescence-nn' acquiesce-vb'
motorisation-nn' motorise-vb'
neigh-nn' neigh-vb'
hewer-nn' hew-vb'
server-nn' serve-vb'
cage-nn' cage-vb'
go-nn' go-vb'
misalliance-nn' misally-vb'
aberration-nn' aberrate-vb'
excogitation-nn' excogitate-vb'
tobogganing-nn' toboggan-vb'
socializer-nn' socialize-vb'
currycomb-nn' currycomb-vb'
settling-nn' settle-vb'
return-nn' return-vb'
bubbler-nn' bubble-vb'
exhalation-nn' exhale-vb'
lick-nn' lick-vb'
discontinuation-nn' discontinue-vb'
rumor-nn' rumor-vb'
tipple-nn' tipple-vb'
immunization-nn' immunize-vb'
survival-nn' survive-vb'
portrayer-nn' portray-vb'
ordainer-nn' ordain-vb'
drummer-nn' drum-vb'
banker-nn' bank-vb'
commandant-nn' command-vb'
transpiration-nn' transpire-vb'
ideation-nn' ideate-vb'
interspersal-nn' intersperse-vb'
framer-nn' frame-vb'
mongrel-nn' mongrelize-vb'
brainstorm-nn' brainstorm-vb'
reimbursement-nn' reimburse-vb'
invocation-nn' invoke-vb'
lucubration-nn' lucubrate-vb'
inflater-nn' inflate-vb'
tongue-nn' tongue-vb'
safeguard-nn' safeguard-vb'
fixture-nn' fix-vb'
subsidy-nn' subsidise-vb'
subsidy-nn' subsidize-vb'
slam-dunk-nn' slam-dunk-vb'
filter-nn' filtrate-vb'
filter-nn' filter-vb'
invalid-nn' invalid-vb'
hankering-nn' hanker-vb'
formatting-nn' format-vb'
lender-nn' lend-vb'
fish-nn' fish-vb'
front-nn' front-vb'
refrigerator-nn' refrigerate-vb'
adaptation-nn' adapt-vb'
nourishment-nn' nourish-vb'
alternate-nn' alternate-vb'
suffusion-nn' suffuse-vb'
thickening-nn' thicken-vb'
true-nn' true-vb'
slammer-nn' slam-vb'
grounder-nn' ground-vb'
slip-up-nn' slip-up-vb'
synchronization-nn' synchronize-vb'
gas-nn' gasify-vb'
stereotype-nn' stereotype-vb'
quizzer-nn' quiz-vb'
abolishment-nn' abolish-vb'
trading-nn' trade-vb'
decoction-nn' decoct-vb'
dynamiter-nn' dynamite-vb'
faker-nn' fake-vb'
decampment-nn' decamp-vb'
revolt-nn' revolt-vb'
decrepitation-nn' decrepitate-vb'
slide-nn' slide-vb'
fraternisation-nn' fraternise-vb'
chap-nn' chap-vb'
seeking-nn' seek-vb'
bender-nn' bend-vb'
deliberation-nn' deliberate-vb'
play-nn' play-vb'
sounder-nn' sound-vb'
load-nn' load-vb'
shopper-nn' shop-vb'
amalgamator-nn' amalgamate-vb'
skier-nn' ski-vb'
asseveration-nn' asseverate-vb'
deviser-nn' devise-vb'
shaker-nn' shake-vb'
negative-nn' negative-vb'
desperation-nn' despair-vb'
highlight-nn' highlight-vb'
chair-nn' chair-vb'
carry-over-nn' carry-over-vb'
regiment-nn' regiment-vb'
sleigh-nn' sleigh-vb'
crochet-nn' crochet-vb'
stain-nn' stain-vb'
transmission-nn' transmit-vb'
slug-nn' slug-vb'
stayer-nn' stay-vb'
doze-nn' doze-vb'
nitrogen-nn' nitrogenize-vb'
nitrogen-nn' nitrify-vb'
dying-nn' die-vb'
manufacture-nn' manufacture-vb'
seine-nn' seine-vb'
unit-nn' unitize-vb'
unit-nn' unify-vb'
outfit-nn' outfit-vb'
swathe-nn' swathe-vb'
hold-down-nn' hold-down-vb'
ruiner-nn' ruin-vb'
coquette-nn' coquette-vb'
resplendency-nn' resplend-vb'
fluorescence-nn' fluoresce-vb'
respect-nn' respect-vb'
remount-nn' remount-vb'
suspender-nn' suspend-vb'
indent-nn' indent-vb'
sledge-nn' sledge-vb'
expectorator-nn' expectorate-vb'
lower-nn' lower-vb'
abstract-nn' abstract-vb'
roping-nn' rope-vb'
grinner-nn' grin-vb'
school-nn' school-vb'
waddle-nn' waddle-vb'
shutting-nn' shut-vb'
maximum-nn' maximise-vb'
maximum-nn' maximize-vb'
discovery-nn' discover-vb'
sneerer-nn' sneer-vb'
hole-nn' hole-vb'
updating-nn' update-vb'
drooler-nn' drool-vb'
salting-nn' salt-vb'
consecration-nn' consecrate-vb'
colligation-nn' colligate-vb'
rustling-nn' rustle-vb'
transudation-nn' transude-vb'
chastisement-nn' chastise-vb'
balker-nn' balk-vb'
retention-nn' retain-vb'
tour-nn' tour-vb'
sensor-nn' sense-vb'
chain-nn' catenate-vb'
chain-nn' chain-vb'
chain-nn' catenulate-vb'
par-nn' par-vb'
chagrin-nn' chagrin-vb'
energizer-nn' energize-vb'
grinder-nn' grind-vb'
impression-nn' impress-vb'
tonsure-nn' tonsure-vb'
disputation-nn' dispute-vb'
complaint-nn' complain-vb'
huddler-nn' huddle-vb'
waterproofing-nn' waterproof-vb'
striping-nn' stripe-vb'
shivering-nn' shiver-vb'
scorn-nn' scorn-vb'
worker-nn' work-vb'
reintroduction-nn' reintroduce-vb'
discombobulation-nn' discombobulate-vb'
seizure-nn' seize-vb'
digitization-nn' digitize-vb'
accomplishment-nn' accomplish-vb'
father-nn' father-vb'
exudation-nn' exude-vb'
attestation-nn' attest-vb'
abominator-nn' abominate-vb'
mat-nn' mat-vb'
swoon-nn' swoon-vb'
resignation-nn' resign-vb'
hitter-nn' hit-vb'
supervention-nn' supervene-vb'
scream-nn' scream-vb'
soliloquy-nn' soliloquize-vb'
capture-nn' capture-vb'
starvation-nn' starve-vb'
reformer-nn' reform-vb'
smuggler-nn' smuggle-vb'
plow-nn' plow-vb'
cannibal-nn' cannibalise-vb'
cannibal-nn' cannibalize-vb'
make-up-nn' make-up-vb'
razor-nn' razor-vb'
make-peace-nn' make-peace-vb'
instruction-nn' instruct-vb'
dragoon-nn' dragoon-vb'
swab-nn' swab-vb'
emulation-nn' emulate-vb'
wrecker-nn' wreck-vb'
disarray-nn' disarray-vb'
convulsion-nn' convulse-vb'
cost-nn' cost-vb'
stowage-nn' stow-vb'
voucher-nn' vouch-vb'
transference-nn' transfer-vb'
ironing-nn' iron-vb'
tilter-nn' tilt-vb'
bleep-nn' bleep-vb'
flock-nn' flock-vb'
eye-nn' eye-vb'
tunnel-nn' tunnel-vb'
copyist-nn' copy-vb'
space-walk-nn' spacewalk-vb'
rivet-nn' rivet-vb'
agglomerator-nn' agglomerate-vb'
mocker-nn' mock-vb'
handling-nn' handle-vb'
whistle-nn' whistle-vb'
fall-nn' fall-vb'
devising-nn' devise-vb'
intermarriage-nn' intermarry-vb'
wastage-nn' waste-vb'
skate-nn' skate-vb'
smut-nn' smut-vb'
ranch-nn' ranch-vb'
surmisal-nn' surmise-vb'
clang-nn' clang-vb'
stippler-nn' stipple-vb'
collusion-nn' collude-vb'
repression-nn' repress-vb'
destalinization-nn' destalinize-vb'
chanter-nn' chant-vb'
loot-nn' loot-vb'
hoop-nn' hoop-vb'
itemisation-nn' itemise-vb'
crawling-nn' crawl-vb'
toller-nn' toll-vb'
panic-nn' panic-vb'
longing-nn' long-vb'
co-option-nn' co-opt-vb'
starting-nn' start-vb'
reelection-nn' reelect-vb'
police-nn' police-vb'
demonetization-nn' demonetize-vb'
plugger-nn' plug-vb'
steer-nn' steer-vb'
mangler-nn' mangle-vb'
travesty-nn' travesty-vb'
scrawler-nn' scrawl-vb'
hurdling-nn' hurdle-vb'
competition-nn' compete-vb'
clack-nn' clack-vb'
supination-nn' supinate-vb'
obedience-nn' obey-vb'
cobbling-nn' cobble-vb'
double-date-nn' double-date-vb'
somersault-nn' somersault-vb'
calibration-nn' calibrate-vb'
provoker-nn' provoke-vb'
tapering-nn' taper-vb'
centrifuge-nn' centrifugate-vb'
centrifuge-nn' centrifuge-vb'
redisposition-nn' redispose-vb'
remittance-nn' remit-vb'
wetting-nn' wet-vb'
logger-nn' log-vb'
lying-nn' lie-vb'
provocation-nn' provoke-vb'
styler-nn' style-vb'
sustainment-nn' sustain-vb'
demand-nn' demand-vb'
normalizer-nn' normalize-vb'
piddle-nn' piddle-vb'
de-escalation-nn' de-escalate-vb'
piss-nn' piss-vb'
rallying-nn' rally-vb'
canon-nn' canonize-vb'
canon-nn' canonise-vb'
shrieking-nn' shriek-vb'
cushion-nn' cushion-vb'
wall-nn' wall-vb'
riddle-nn' riddle-vb'
plater-nn' plate-vb'
stager-nn' stage-vb'
conclusion-nn' conclude-vb'
spying-nn' spy-vb'
registry-nn' register-vb'
jutting-nn' jut-vb'
sterilization-nn' sterilize-vb'
crock-nn' crock-vb'
pouch-nn' pouch-vb'
concentration-nn' concentrate-vb'
access-nn' access-vb'
desegregation-nn' desegregate-vb'
optimum-nn' optimize-vb'
optimum-nn' optimise-vb'
surprise-nn' surprise-vb'
teaser-nn' tease-vb'
pocket-nn' pocket-vb'
conveyance-nn' convey-vb'
syringe-nn' syringe-vb'
clench-nn' clench-vb'
heckling-nn' heckle-vb'
pursuer-nn' pursue-vb'
massager-nn' massage-vb'
comparison-nn' compare-vb'
hopper-nn' hop-vb'
reassurance-nn' reassure-vb'
bogey-nn' bogey-vb'
allocation-nn' allocate-vb'
chamfer-nn' chamfer-vb'
rout-nn' rout-vb'
piping-nn' pipe-vb'
triangulation-nn' triangulate-vb'
bloom-nn' bloom-vb'
beam-nn' beam-vb'
country-dance-nn' country-dance-vb'
wrap-nn' wrap-vb'
boat-nn' boat-vb'
pasturage-nn' pasture-vb'
pricker-nn' prick-vb'
clunk-nn' clunk-vb'
extradition-nn' extradite-vb'
redeposition-nn' redeposit-vb'
ink-nn' ink-vb'
claimant-nn' claim-vb'
shell-nn' shell-vb'
misspelling-nn' misspell-vb'
vitaliser-nn' vitalise-vb'
tamer-nn' tame-vb'
bulwark-nn' bulwark-vb'
relaxer-nn' relax-vb'
charge-nn' charge-vb'
botch-nn' botch-vb'
share-nn' share-vb'
woolgathering-nn' woolgather-vb'
recoding-nn' recode-vb'
constrictor-nn' constrict-vb'
redeemer-nn' redeem-vb'
translation-nn' translate-vb'
reverberation-nn' reverberate-vb'
beach-nn' beach-vb'
lease-nn' lease-vb'
propellent-nn' propel-vb'
bean-nn' bean-vb'
heist-nn' heist-vb'
preserver-nn' preserve-vb'
aberrant-nn' aberrate-vb'
professing-nn' profess-vb'
resemblance-nn' resemble-vb'
individual-nn' individualize-vb'
crackling-nn' crackle-vb'
socialiser-nn' socialise-vb'
spinning-nn' spin-vb'
rain-nn' rain-vb'
impingement-nn' impinge-vb'
takeout-nn' take-out-vb'
rarefaction-nn' rarefy-vb'
resume-nn' resume-vb'
steel-nn' steel-vb'
sledding-nn' sled-vb'
concert-nn' concertize-vb'
concert-nn' concertise-vb'
criminal-nn' criminalize-vb'
interposition-nn' interpose-vb'
cadger-nn' cadge-vb'
brain-nn' brain-vb'
languisher-nn' languish-vb'
redevelopment-nn' redevelop-vb'
coconspirator-nn' coconspire-vb'
straddle-nn' straddle-vb'
drone-nn' drone-vb'
preclusion-nn' preclude-vb'
rationalisation-nn' rationalise-vb'
wirer-nn' wire-vb'
rocker-nn' rock-vb'
interpolation-nn' interpolate-vb'
imbrication-nn' imbricate-vb'
watching-nn' watch-vb'
placard-nn' placard-vb'
fulfilment-nn' fulfil-vb'
brachiation-nn' brachiate-vb'
bicycle-nn' bicycle-vb'
butt-weld-nn' buttweld-vb'
butt-weld-nn' butt-weld-vb'
decrease-nn' decrease-vb'
recurrence-nn' recur-vb'
wording-nn' word-vb'
estimator-nn' estimate-vb'
terrorisation-nn' terrorise-vb'
deregulation-nn' deregulate-vb'
chronology-nn' chronologize-vb'
excerpt-nn' excerpt-vb'
steamroller-nn' steamroller-vb'
steamroller-nn' steamroll-vb'
knitter-nn' knit-vb'
haggle-nn' haggle-vb'
shipwreck-nn' shipwreck-vb'
bluing-nn' blue-vb'
reinterpretation-nn' reinterpret-vb'
portraitist-nn' portray-vb'
remilitarisation-nn' remilitarise-vb'
phone-nn' phone-vb'
phone-nn' phonate-vb'
spot-nn' spot-vb'
adhesion-nn' adhere-vb'
skid-nn' skid-vb'
demineralisation-nn' demineralise-vb'
juggling-nn' juggle-vb'
republishing-nn' republish-vb'
prediction-nn' predict-vb'
bailment-nn' bail-vb'
sublease-nn' sublease-vb'
telephone-nn' telephone-vb'
nester-nn' nest-vb'
zipper-nn' zip-vb'
zipper-nn' zipper-vb'
lithograph-nn' lithograph-vb'
appendage-nn' append-vb'
federation-nn' federate-vb'
overburden-nn' overburden-vb'
affiliation-nn' affiliate-vb'
hull-nn' hull-vb'
stoner-nn' stone-vb'
maximization-nn' maximize-vb'
